1.0,2.0,1.0,1.0,10.0,1.0,8.0,10.0,10.0,-10.0,8.0,10.0,-1.6087795,-1.1673077,-4.5421114,-5.514266,-6.1276975,-4.121464,-0.09287564,-0.66757894
2.0,2.0,2.0,2.0,5.0,2.0,7.0,2.0,-1.0,-1.0,0.0,0.0,-0.16963036,0.11696627,-0.15246323,-1.6793692,-0.45766345,-0.41008458,-0.33840758,-0.25560707
1.0,2.0,2.0,1.0,2.0,5.0,4.0,11.0,2.0,-3.0,-7.0,11.0,26.552708,3.8379307,3.2256796,1.9341332,2.3165042,-2.4852657,-2.9382036,-4.377957
2.0,2.0,2.0,2.0,12.0,6.0,9.0,8.0,0.0,0.0,0.0,7.0,-1.3934462,-0.36881515,-0.2458925,-0.044237476,0.8351476,0.83429515,0.8146987,0.82390404
2.0,1.0,2.0,0.0,9.0,1.0,1.0,-1.0,6.0,1.0,0.0,-1.0,-0.91315424,-14.249666,-3.6559868,-1.9275475,-1.9310511,-4.943299,-0.27334628,-1.6621984
1.0,2.0,2.0,2.0,4.0,6.0,11.0,4.0,4.0,-1.0,0.0,2.0,2.9338846,2.2666197,4.3104324,4.336786,3.4912715,1.4047649,4.4426622,1.3718978
1.0,2.0,1.0,1.0,11.0,2.0,7.0,5.0,11.0,1.0,7.0,5.0,8.588339,1.0152044,0.87323904,-2.5647311,0.5721138,0.29914436,-0.4016367,1.787585
2.0,2.0,1.0,1.0,4.0,11.0,15.0,8.0,1.0,5.0,15.0,8.0,1.5508854,-0.027170088,-1.2486075,-1.6589332,4.216007,2.8174293,-1.6643292,-6.0023284
2.0,2.0,2.0,2.0,4.0,5.0,2.0,3.0,-1.0,-1.0,-1.0,0.0,-1.7171314,-2.2507977,-0.08262048,0.3886485,-0.1900902,-0.20080562,-0.19340362,2.7068424
2.0,2.0,1.0,1.0,3.0,5.0,4.0,7.0,0.0,1.0,4.0,7.0,0.7256213,-0.978181,0.8436355,0.54428923,1.275528,5.702694,3.1359324,3.8757832
1.0,2.0,1.0,0.0,13.0,11.0,12.0,-1.0,13.0,8.0,12.0,-1.0,1.9762129,-0.03319307,-0.38365933,-1.7571185,-3.6277835,-1.1762294,-0.8482034,-1.8007791
2.0,2.0,2.0,2.0,8.0,7.0,5.0,6.0,-1.0,0.0,0.0,3.0,-2.0754411,-2.0183,-2.0943196,-2.3958993,-0.6816471,-0.4082664,-2.4083471,-1.9625115
2.0,2.0,2.0,2.0,2.0,4.0,6.0,7.0,0.0,0.0,0.0,1.0,0.6300912,0.47584412,1.1709179,1.4766374,-0.07312613,-0.07061855,-0.053804517,-0.02837423
1.0,1.0,1.0,1.0,1.0,4.0,13.0,15.0,1.0,4.0,13.0,15.0,-3.618646,-10.301045,-1.8514574,-0.978571,-4.297837,4.2434,-5.7353144,-2.2713313
2.0,2.0,2.0,2.0,6.0,7.0,10.0,4.0,0.0,0.0,-1.0,2.0,1.3009098,0.97237194,2.0770237,0.01232443,-0.50639915,-0.48447043,-0.44073626,-0.38292846
2.0,2.0,2.0,0.0,8.0,15.0,1.0,-1.0,6.0,8.0,-14.0,-1.0,-1.4144851,-1.6380419,-1.4227074,-1.4758509,0.9662761,1.4028888,0.17694376,-1.6316506
2.0,2.0,2.0,2.0,6.0,4.0,10.0,4.0,0.0,0.0,1.0,0.0,-0.52161074,0.8867701,0.6806285,1.0112168,-1.5507936,-1.5151232,-1.3982716,-1.2193135
2.0,2.0,2.0,2.0,11.0,2.0,5.0,6.0,2.0,-6.0,-1.0,-1.0,0.8772091,1.1713837,0.18658729,0.5887265,1.4019103,-1.8557338,-1.7089965,-1.5262884
2.0,2.0,2.0,2.0,4.0,4.0,1.0,1.0,-1.0,0.0,0.0,-1.0,-2.9484599,3.4440558,1.7848766,2.0079648,0.7775151,4.1623344,4.0780363,0.6535055
2.0,1.0,1.0,0.0,9.0,5.0,8.0,-1.0,1.0,5.0,8.0,-1.0,-3.0854151,-23.321735,-12.721059,-1.9331639,5.1668773,-5.553936,-5.8379087,-1.6828008
2.0,2.0,2.0,2.0,3.0,5.0,3.0,8.0,2.0,1.0,1.0,0.0,-3.1648588,-2.0053623,-0.14571024,0.39244363,-0.71781,-0.6814875,-0.6311934,-0.58571285
2.0,1.0,1.0,0.0,3.0,2.0,1.0,-1.0,0.0,2.0,1.0,-1.0,-0.5494238,0.15533039,1.7716033,-1.5956919,-3.5533135,-8.444592,5.964306,-1.8054457
2.0,2.0,2.0,2.0,6.0,7.0,5.0,1.0,-2.0,0.0,0.0,-1.0,-0.35745236,0.69120806,0.99579084,1.2015591,-1.7260636,-1.7219554,-1.6740462,-1.5892255
2.0,2.0,2.0,2.0,5.0,5.0,6.0,1.0,1.0,0.0,0.0,0.0,-3.6951942,-3.8198795,-3.3534293,-2.3086705,-2.7137372,3.088915,2.6866567,2.3604484
1.0,1.0,2.0,0.0,1.0,15.0,9.0,-1.0,1.0,15.0,0.0,-1.0,1.4046733,-1.5430887,-3.1379042,-1.793409,-1.0812076,7.2595897,-2.4245665,-1.4975904
2.0,2.0,2.0,2.0,4.0,8.0,7.0,5.0,-1.0,0.0,-1.0,0.0,-0.47120923,0.5564481,0.09217396,0.32320222,-0.9716695,-0.994987,-0.9913656,-0.9647446
2.0,2.0,2.0,2.0,4.0,10.0,12.0,5.0,1.0,0.0,4.0,-1.0,0.9466646,-0.14282931,-1.5678898,-1.1744957,0.6310717,0.567763,0.53730243,0.53525335
2.0,2.0,2.0,2.0,10.0,8.0,7.0,1.0,-1.0,-2.0,-1.0,0.0,4.5203686,5.8807087,7.7973466,7.349999,-4.786297,5.6857486,-3.6787205,5.6893454
2.0,2.0,1.0,2.0,1.0,6.0,6.0,14.0,-3.0,-1.0,6.0,3.0,2.2324402,3.379604,2.4227018,-4.3421464,0.20038103,0.16927123,0.14557654,3.2623308
2.0,2.0,2.0,2.0,6.0,7.0,2.0,6.0,0.0,0.0,0.0,-1.0,4.9772887,3.3874803,1.9064753,2.0937839,2.7696972,2.5992088,2.4015088,2.217366
2.0,1.0,2.0,1.0,3.0,14.0,15.0,1.0,-2.0,14.0,0.0,1.0,-1.107429,4.206952,-2.260903,4.791986,1.4394379,1.1680489,0.80949855,6.073974
1.0,2.0,0.0,2.0,15.0,15.0,-1.0,3.0,15.0,14.0,-1.0,1.0,4.8576994,1.5442127,-1.566219,-0.16546683,-3.463727,-2.5302224,-1.8119797,-5.2558637
2.0,2.0,2.0,2.0,12.0,7.0,12.0,3.0,4.0,1.0,-3.0,0.0,0.7925613,-1.677583,1.8333005,-1.7853652,0.31595138,0.29243213,0.2917655,3.6209366
2.0,2.0,2.0,2.0,7.0,4.0,8.0,10.0,-1.0,1.0,1.0,-1.0,-1.558115,-1.51641,-0.93732375,-0.28483915,-0.37477517,-0.35270515,-0.27738985,-0.17905614
2.0,2.0,1.0,1.0,5.0,3.0,3.0,1.0,1.0,2.0,3.0,1.0,0.3358526,0.23995464,0.38345683,0.6973288,-0.662162,-0.5559009,-0.4665479,-0.41973624
2.0,2.0,2.0,2.0,6.0,4.0,8.0,6.0,0.0,2.0,0.0,-1.0,-0.48786065,-0.9099955,-1.0236055,-3.266872,-0.1158591,-0.118090615,-0.1060613,-0.06620294
2.0,2.0,2.0,2.0,3.0,9.0,6.0,8.0,-1.0,1.0,0.0,0.0,-5.196073,-2.69816,1.6474725,2.7976916,-3.2477782,-3.963807,-4.2486224,-5.2661953
2.0,2.0,1.0,1.0,3.0,6.0,2.0,6.0,-2.0,-2.0,2.0,6.0,-0.9799635,-1.8005345,-1.2050343,-0.4681411,3.6764297,6.4761,3.084289,2.753324
2.0,2.0,2.0,2.0,13.0,1.0,6.0,7.0,0.0,0.0,0.0,-1.0,-0.011033706,0.7646414,0.8640837,1.0426614,-0.8348711,-0.8356552,-0.83229935,-0.83022785
2.0,2.0,2.0,2.0,7.0,8.0,3.0,10.0,-1.0,0.0,-1.0,0.0,0.7007472,1.7266817,1.4693336,2.0023851,0.6350038,0.6101767,0.5814966,-2.6006856
2.0,2.0,1.0,1.0,5.0,2.0,1.0,14.0,0.0,-1.0,1.0,14.0,3.6439276,3.4086375,3.1723652,3.0879755,2.7492917,1.8959652,2.3222873,1.8239111
2.0,2.0,2.0,2.0,7.0,9.0,12.0,3.0,2.0,0.0,0.0,0.0,-1.4904317,1.8539143,3.733714,-2.640168,-3.6335788,-2.6749556,-2.0601478,6.849673
2.0,2.0,2.0,2.0,7.0,9.0,11.0,6.0,0.0,0.0,-1.0,-1.0,-0.66392,-1.5452957,-1.778916,-1.1023289,-1.360739,-1.2729626,-1.1550558,-1.0229222
2.0,2.0,2.0,2.0,7.0,2.0,5.0,15.0,0.0,-1.0,0.0,14.0,-3.9825814,-3.2056055,-3.4222288,-2.71859,-0.27814284,-0.29096657,-0.2707218,-0.21949685
2.0,2.0,2.0,2.0,3.0,5.0,3.0,6.0,1.0,2.0,0.0,-1.0,0.18402892,0.061903324,0.60236394,-0.42848936,1.4940572,1.2515962,1.0358051,0.8594989
2.0,2.0,2.0,2.0,8.0,2.0,6.0,8.0,0.0,-8.0,-1.0,0.0,0.7475742,0.8426522,2.1859705,0.49243668,-0.18908049,-0.18555793,1.8554032,1.6593114
2.0,2.0,2.0,2.0,4.0,9.0,4.0,10.0,0.0,4.0,-1.0,0.0,-3.0471678,-2.6965466,-1.7058384,-2.883248,-0.64004195,-0.588665,-0.51710176,-0.4401822
2.0,2.0,2.0,2.0,11.0,5.0,5.0,4.0,1.0,1.0,2.0,0.0,1.1780285,0.20209983,-1.3480053,-0.92349184,-0.38134894,-0.38311723,-0.36146054,-0.3084842
2.0,2.0,2.0,2.0,8.0,6.0,6.0,4.0,1.0,1.0,-1.0,-1.0,1.5694299,2.3752198,3.2891216,3.4304461,-1.211067,-1.1806395,-1.1375253,-1.0878102
